Ball Ball(68,191) 3.4 9.55 -3.00 0.00
Ball Ball(319,95) 15.95 4.75 -3.00 0.00
Ball Ball(266,209) 13.3 10.45 -3.00 0.00
Ball Ball(278,8) 13.9 0.4 -3.00 0.00
Ball Ball(390,33) 19.5 1.65 -3.00 0.00
Ball Ball(287,30) 14.35 1.5 -3.00 0.00
Ball Ball(353,387) 17.65 19.35 -3.00 0.00
Ball Ball(31,21) 1.55 1.05 -3.00 0.00
Ball Ball(118,345) 5.9 17.25 -3.00 0.00
Ball Ball(179,199) 8.95 9.95 -3.00 0.00
Ball Ball(92,208) 4.6 10.4 -3.00 0.00
Ball Ball(350,186) 17.5 9.3 -3.00 0.00
Ball Ball(343,354) 17.15 17.7 -3.00 0.00
Ball Ball(50,39) 2.5 1.95 -3.00 0.00
Ball Ball(211,389) 10.55 19.45 -3.00 0.00
Ball Ball(122,210) 6.1 10.5 -3.00 0.00
Ball Ball(120,162) 6.0 8.1 -3.00 0.00
Ball Ball(120,392) 6.0 19.6 -3.00 0.00
Ball Ball(382,74) 19.1 3.7 -3.00 0.00
Ball Ball(305,191) 15.25 9.55 -3.00 0.00
Ball Ball(244,333) 12.2 16.65 -3.00 0.00
Ball Ball(301,40) 15.05 2.0 -3.00 0.00
Ball Ball(313,345) 15.65 17.25 -3.00 0.00
Ball Ball(89,67) 4.45 3.35 -3.00 0.00
Ball Ball(286,19) 14.3 0.95 -3.00 0.00
Ball Ball(184,195) 9.2 9.75 -3.00 0.00
Ball Ball(167,267) 8.35 13.35 -3.00 0.00
Ball Ball(160,88) 8.0 4.4 -3.00 0.00
Ball Ball(271,51) 13.55 2.55 -3.00 0.00
Ball Ball(108,83) 5.4 4.15 -3.00 0.00
Ball Ball(225,259) 11.25 12.95 -3.00 0.00
Ball Ball(88,375) 4.4 18.75 -3.00 0.00
Ball Ball(236,243) 11.8 12.15 -3.00 0.00
Ball Ball(319,345) 15.95 17.25 -3.00 0.00
Ball Ball(44,144) 2.2 7.2 -3.00 0.00
Ball Ball(368,81) 18.4 4.05 -3.00 0.00
Ball Ball(270,250) 13.5 12.5 -3.00 0.00
Ball Ball(367,46) 18.35 2.3 -3.00 0.00
Ball Ball(294,132) 14.7 6.6 -3.00 0.00
Ball Ball(78,134) 3.9 6.7 -3.00 0.00
Ball Ball(82,27) 4.1 1.35 -3.00 0.00
Ball Ball(265,262) 13.25 13.1 -3.00 0.00
Ball Ball(19,73) 0.95 3.65 -3.00 0.00
Ball Ball(186,30) 9.3 1.5 -3.00 0.00
Ball Ball(348,55) 17.4 2.75 -3.00 0.00
Ball Ball(265,339) 13.25 16.95 -3.00 0.00
Ball Ball(374,324) 18.7 16.2 -3.00 0.00
Ball Ball(150,164) 7.5 8.2 -3.00 0.00
Ball Ball(113,122) 5.65 6.1 -3.00 0.00
Ball Ball(61,21) 3.05 1.05 -3.00 0.00
Ball Ball(24,142) 1.2 7.1 -3.00 0.00
Ball Ball(288,134) 14.4 6.7 -3.00 0.00
Ball Ball(300,60) 15.0 3.0 -3.00 0.00
Ball Ball(382,223) 19.1 11.15 -3.00 0.00
Ball Ball(83,87) 4.15 4.35 -3.00 0.00
Ball Ball(333,339) 16.65 16.95 -3.00 0.00
Ball Ball(264,210) 13.2 10.5 -3.00 0.00
Ball Ball(318,360) 15.9 18.0 -3.00 0.00
Ball Ball(330,232) 16.5 11.6 -3.00 0.00
Ball Ball(81,146) 4.05 7.3 -3.00 0.00
Ball Ball(248,69) 12.4 3.45 -3.00 0.00
Ball Ball(240,5) 12.0 0.25 -3.00 0.00
Ball Ball(41,276) 2.05 13.8 -3.00 0.00
Ball Ball(101,112) 5.05 5.6 -3.00 0.00
Ball Ball(120,245) 6.0 12.25 -3.00 0.00
Ball Ball(201,67) 10.05 3.35 -3.00 0.00
Ball Ball(338,15) 16.9 0.75 -3.00 0.00
Ball Ball(310,294) 15.5 14.7 -3.00 0.00
Ball Ball(353,116) 17.65 5.8 -3.00 0.00
Ball Ball(347,163) 17.35 8.15 -3.00 0.00
Ball Ball(248,90) 12.4 4.5 -3.00 0.00
Ball Ball(375,19) 18.75 0.95 -3.00 0.00
Ball Ball(347,301) 17.35 15.05 -3.00 0.00
Ball Ball(136,22) 6.8 1.1 -3.00 0.00
Ball Ball(195,36) 9.75 1.8 -3.00 0.00
Ball Ball(61,334) 3.05 16.7 -3.00 0.00
Ball Ball(238,373) 11.9 18.65 -3.00 0.00
Ball Ball(117,182) 5.85 9.1 -3.00 0.00
Ball Ball(46,294) 2.3 14.7 -3.00 0.00
Ball Ball(236,168) 11.8 8.4 -3.00 0.00
Ball Ball(175,112) 8.75 5.6 -3.00 0.00
Ball Ball(281,111) 14.05 5.55 -3.00 0.00
Ball Ball(103,138) 5.15 6.9 -3.00 0.00
Ball Ball(170,246) 8.5 12.3 -3.00 0.00
Ball Ball(273,171) 13.65 8.55 -3.00 0.00
Ball Ball(325,110) 16.25 5.5 -3.00 0.00
Ball Ball(186,114) 9.3 5.7 -3.00 0.00
Ball Ball(272,11) 13.6 0.55 -3.00 0.00
Ball Ball(296,131) 14.8 6.55 -3.00 0.00
Ball Ball(247,340) 12.35 17.0 -3.00 0.00
Ball Ball(342,34) 17.1 1.7 -3.00 0.00
Ball Ball(185,242) 9.25 12.1 -3.00 0.00
Ball Ball(116,142) 5.8 7.1 -3.00 0.00
Ball Ball(87,75) 4.35 3.75 -3.00 0.00
Ball Ball(169,392) 8.45 19.6 -3.00 0.00
Ball Ball(355,28) 17.75 1.4 -3.00 0.00
Ball Ball(16,100) 0.8 5.0 -3.00 0.00
Ball Ball(371,351) 18.55 17.55 -3.00 0.00
Ball Ball(330,307) 16.5 15.35 -3.00 0.00
Ball Ball(92,174) 4.6 8.7 -3.00 0.00
Ball Ball(378,317) 18.9 15.85 -3.00 0.00
Ball Ball(108,92) 5.4 4.6 -3.00 0.00
Ball Ball(42,82) 2.1 4.1 -3.00 0.00
Ball Ball(143,164) 7.15 8.2 -3.00 0.00
Ball Ball(333,155) 16.65 7.75 -3.00 0.00
Ball Ball(198,89) 9.9 4.45 -3.00 0.00
Ball Ball(101,211) 5.05 10.55 -3.00 0.00
Ball Ball(15,382) 0.75 19.1 -3.00 0.00
Ball Ball(341,163) 17.05 8.15 -3.00 0.00
Ball Ball(231,366) 11.55 18.3 -3.00 0.00
Ball Ball(316,187) 15.8 9.35 -3.00 0.00
Ball Ball(126,194) 6.3 9.7 -3.00 0.00
Ball Ball(113,305) 5.65 15.25 -3.00 0.00
Ball Ball(376,164) 18.8 8.2 -3.00 0.00
Ball Ball(61,161) 3.05 8.05 -3.00 0.00
Ball Ball(247,123) 12.35 6.15 -3.00 0.00
Ball Ball(251,40) 12.55 2.0 -3.00 0.00
Ball Ball(205,298) 10.25 14.9 -3.00 0.00
Ball Ball(190,100) 9.5 5.0 -3.00 0.00
Ball Ball(72,89) 3.6 4.45 -3.00 0.00
Ball Ball(293,369) 14.65 18.45 -3.00 0.00
Ball Ball(89,324) 4.45 16.2 -3.00 0.00
Ball Ball(18,210) 0.9 10.5 -3.00 0.00
Ball Ball(158,180) 7.9 9.0 -3.00 0.00
Ball Ball(175,243) 8.75 12.15 -3.00 0.00
Ball Ball(84,252) 4.2 12.6 -3.00 0.00
Ball Ball(133,58) 6.65 2.9 -3.00 0.00
Ball Ball(208,90) 10.4 4.5 -3.00 0.00
Ball Ball(375,235) 18.75 11.75 -3.00 0.00
Ball Ball(371,26) 18.55 1.3 -3.00 0.00
Ball Ball(27,354) 1.35 17.7 -3.00 0.00
Ball Ball(257,181) 12.85 9.05 -3.00 0.00
Ball Ball(274,78) 13.7 3.9 -3.00 0.00
Ball Ball(43,89) 2.15 4.45 -3.00 0.00
Ball Ball(252,110) 12.6 5.5 -3.00 0.00
Ball Ball(176,373) 8.8 18.65 -3.00 0.00
Ball Ball(72,35) 3.6 1.75 -3.00 0.00
Ball Ball(307,64) 15.35 3.2 -3.00 0.00
Ball Ball(58,87) 2.9 4.35 -3.00 0.00
Ball Ball(125,234) 6.25 11.7 -3.00 0.00
Ball Ball(388,211) 19.4 10.55 -3.00 0.00
Ball Ball(93,344) 4.65 17.2 -3.00 0.00
Ball Ball(146,318) 7.3 15.9 -3.00 0.00
Ball Ball(98,281) 4.9 14.05 -3.00 0.00
Ball Ball(81,54) 4.05 2.7 -3.00 0.00
Ball Ball(291,371) 14.55 18.55 -3.00 0.00
Ball Ball(154,124) 7.7 6.2 -3.00 0.00
Ball Ball(61,109) 3.05 5.45 -3.00 0.00
Ball Ball(177,39) 8.85 1.95 -3.00 0.00
Ball Ball(356,137) 17.8 6.85 -3.00 0.00
Ball Ball(349,71) 17.45 3.55 -3.00 0.00
Ball Ball(381,293) 19.05 14.65 -3.00 0.00
Ball Ball(294,224) 14.7 11.2 -3.00 0.00
Ball Ball(330,16) 16.5 0.8 -3.00 0.00
Ball Ball(31,330) 1.55 16.5 -3.00 0.00
Ball Ball(139,260) 6.95 13.0 -3.00 0.00
Ball Ball(272,177) 13.6 8.85 -3.00 0.00
Ball Ball(132,293) 6.6 14.65 -3.00 0.00
Ball Ball(326,257) 16.3 12.85 -3.00 0.00
Ball Ball(354,137) 17.7 6.85 -3.00 0.00
Ball Ball(103,174) 5.15 8.7 -3.00 0.00
Ball Ball(248,94) 12.4 4.7 -3.00 0.00
Ball Ball(149,161) 7.45 8.05 -3.00 0.00
Ball Ball(120,88) 6.0 4.4 -3.00 0.00
Ball Ball(47,396) 2.35 19.8 -3.00 0.00
Ball Ball(212,113) 10.6 5.65 -3.00 0.00
Ball Ball(336,44) 16.8 2.2 -3.00 0.00
Ball Ball(167,302) 8.35 15.1 -3.00 0.00
Ball Ball(333,58) 16.65 2.9 -3.00 0.00
Ball Ball(355,80) 17.75 4.0 -3.00 0.00
Ball Ball(227,213) 11.35 10.65 -3.00 0.00
Ball Ball(102,142) 5.1 7.1 -3.00 0.00
Ball Ball(124,138) 6.2 6.9 -3.00 0.00
Ball Ball(139,186) 6.95 9.3 -3.00 0.00
Ball Ball(87,67) 4.35 3.35 -3.00 0.00
Ball Ball(316,182) 15.8 9.1 -3.00 0.00
Ball Ball(324,271) 16.2 13.55 -3.00 0.00
Ball Ball(154,25) 7.7 1.25 -3.00 0.00
Ball Ball(221,183) 11.05 9.15 -3.00 0.00
Ball Ball(93,366) 4.65 18.3 -3.00 0.00
Ball Ball(32,41) 1.6 2.05 -3.00 0.00
Ball Ball(191,292) 9.55 14.6 -3.00 0.00
Ball Ball(210,250) 10.5 12.5 -3.00 0.00
Ball Ball(389,222) 19.45 11.1 -3.00 0.00
Ball Ball(340,93) 17.0 4.65 -3.00 0.00
Ball Ball(219,42) 10.95 2.1 -3.00 0.00
Ball Ball(281,231) 14.05 11.55 -3.00 0.00
Ball Ball(41,375) 2.05 18.75 -3.00 0.00
Ball Ball(112,261) 5.6 13.05 -3.00 0.00
Ball Ball(153,68) 7.65 3.4 -3.00 0.00
Ball Ball(319,30) 15.95 1.5 -3.00 0.00
Ball Ball(272,240) 13.6 12.0 -3.00 0.00
Ball Ball(248,354) 12.4 17.7 -3.00 0.00
Ball Ball(183,60) 9.15 3.0 -3.00 0.00
Ball Ball(227,49) 11.35 2.45 -3.00 0.00
Ball Ball(274,65) 13.7 3.25 -3.00 0.00
Ball Ball(193,277) 9.65 13.85 -3.00 0.00
Ball Ball(9,237) 0.45 11.85 -3.00 0.00
Ball Ball(269,131) 13.45 6.55 -3.00 0.00
Ball Ball(130,51) 6.5 2.55 -3.00 0.00
Ball Ball(18,307) 0.9 15.35 -3.00 0.00
Ball Ball(121,57) 6.05 2.85 -3.00 0.00
Ball Ball(210,206) 10.5 10.3 -3.00 0.00
Ball Ball(350,122) 17.5 6.1 -3.00 0.00
Ball Ball(334,312) 16.7 15.6 -3.00 0.00
Ball Ball(157,107) 7.85 5.35 -3.00 0.00
Ball Ball(157,31) 7.85 1.55 -3.00 0.00
Ball Ball(12,169) 0.6 8.45 -3.00 0.00
Ball Ball(348,90) 17.4 4.5 -3.00 0.00
Ball Ball(33,108) 1.65 5.4 -3.00 0.00
Ball Ball(300,33) 15.0 1.65 -3.00 0.00
Ball Ball(125,233) 6.25 11.65 -3.00 0.00
Ball Ball(59,215) 2.95 10.75 -3.00 0.00
Ball Ball(383,114) 19.15 5.7 -3.00 0.00
